id_projeto,nome_projeto,tipo_projeto,regiao,gerente,data_inicio,duracao_prevista,orcamento,complexidade,data_conclusao_prevista,status,progresso,atraso,data_conclusao_real,custo_adicional_pct,custo_real,satisfacao_cliente,area,eficiencia,qualidade
PROJ-0140,Projeto Residencial 140,Infraestrutura,Sul,Gerente E,2023-04-19,232,1028818,Média,2023-12-07,Concluído,100,0,2023-12-07,8,1111123.4400000002,8,5743,193.47439317429917,88
PROJ-0141,Projeto Infraestrutura 141,Industrial,Norte,Gerente F,2023-12-02,281,1565746,Alta,2024-09-08,Concluído,100,0,2024-09-08,7,1675348.2200000002,7,914,1832.984923413567,70
PROJ-0142,Projeto Residencial 142,Infraestrutura,Sul,Gerente G,2023-09-13,258,157108,Baixa,2024-05-28,Concluído,100,0,2024-05-28,1,158679.08,10,4646,34.153913043478255,90
PROJ-0143,Projeto Infraestrutura 143,Industrial,Norte,Gerente H,2023-07-22,193,1629297,Média,2024-01-31,Concluído,100,0,2024-01-31,7,1743347.79,6,4054,430.03152195362605,82
PROJ-0144,Projeto Infraestrutura 144,Comercial,Centro,Gerente I,2024-03-28,256,1259771,Alta,2024-12-09,Concluído,100,0,2024-12-09,8,1360552.6800000002,7,423,3216.436595744681,89
PROJ-0145,Projeto Infraestrutura 145,Industrial,Centro,Gerente J,2024-04-13,176,1185244,Alta,2024-10-06,Concluído,100,0,2024-10-06,0,1185244.0,10,340,3486.0117647058823,92
PROJ-0146,Projeto Industrial 146,Industrial,Norte,Gerente K,2023-11-26,49,385205,Alta,2024-01-14,Concluído,100,0,2024-01-14,4,400613.2,9,4765,84.07412381951731,73
PROJ-0147,Projeto Industrial 147,Industrial,Centro,Gerente L,2023-08-23,76,1489972,Alta,2023-11-07,Concluído,100,0,2023-11-07,7,1594270.04,6,1163,1370.8254858125538,87
PROJ-0148,Projeto Industrial 148,Infraestrutura,Centro,Gerente M,2023-03-15,262,1712613,Média,2023-12-02,Atrasado,76,40,2024-01-11,19,2038009.47,5,7651,266.37164684354985,85
PROJ-0149,Projeto Residencial 149,Infraestrutura,Centro,Gerente N,2023-05-16,334,230560,Média,2024-04-14,Concluído,100,0,2024-04-14,1,232865.6,8,9064,25.69126213592233,82
PROJ-0150,Projeto Infraestrutura 150,Industrial,Leste,Gerente O,2023-03-13,43,1147172,Média,2023-04-25,Concluído,100,0,2023-04-25,3,1181587.16,8,3835,308.1061694915254,90
PROJ-0151,Projeto Industrial 151,Infraestrutura,Oeste,Gerente A,2023-05-07,172,1515400,Baixa,2023-10-26,Atrasado,83,55,2023-12-20,11,1682094.0000000002,6,4110,409.2686131386862,94
PROJ-0152,Projeto Industrial 152,Residencial,Sul,Gerente B,2024-01-17,30,247979,Muito Alta,2024-02-16,Concluído,100,0,2024-02-16,2,252938.58000000002,9,206,1227.8571844660196,91
PROJ-0153,Projeto Residencial 153,Residencial,Leste,Gerente C,2023-10-15,83,1298425,Média,2024-01-06,Concluído,100,0,2024-01-06,4,1350362.0,10,288,4688.756944444444,84
PROJ-0154,Projeto Industrial 154,Infraestrutura,Centro,Gerente D,2023-10-03,288,848589,Média,2024-07-17,Concluído,100,0,2024-07-17,7,907990.2300000001,6,7811,116.2450684931507,99
PROJ-0155,Projeto Residencial 155,Infraestrutura,Norte,Gerente E,2023-05-15,173,151745,Média,2023-11-04,Concluído,100,0,2023-11-04,9,165402.05000000002,6,605,273.3918181818182,89
PROJ-0156,Projeto Comercial 156,Industrial,Centro,Gerente F,2024-01-18,41,1519184,Muito Alta,2024-02-28,Atrasado,89,17,2024-03-16,7,1625526.8800000001,5,1881,864.1822860180755,81
PROJ-0157,Projeto Industrial 157,Comercial,Oeste,Gerente G,2023-10-27,359,191865,Baixa,2024-10-20,Atrasado,86,20,2024-11-09,24,237912.6,3,101,2355.570297029703,94
PROJ-0158,Projeto Comercial 158,Infraestrutura,Centro,Gerente H,2023-08-08,253,1361466,Média,2024-04-17,Concluído,100,0,2024-04-17,8,1470383.28,6,7287,201.781704405105,96
PROJ-0159,Projeto Residencial 159,Residencial,Norte,Gerente I,2024-04-04,301,1172200,Média,2025-01-30,Concluído,100,0,2025-01-30,6,1242532.0,8,139,8939.079136690647,89
PROJ-0160,Projeto Infraestrutura 160,Industrial,Oeste,Gerente J,2023-10-26,185,123321,Alta,2024-04-28,Concluído,100,0,2024-04-28,0,123321.0,10,3616,34.104258849557525,75
PROJ-0161,Projeto Industrial 161,Infraestrutura,Centro,Gerente K,2023-07-24,37,503704,Baixa,2023-08-30,Concluído,100,0,2023-08-30,3,518815.12,10,4945,104.91711223458039,97
PROJ-0162,Projeto Residencial 162,Residencial,Oeste,Gerente L,2023-07-05,151,909006,Alta,2023-12-03,Concluído,100,0,2023-12-03,3,936276.18,10,252,3715.3816666666667,82
PROJ-0163,Projeto Infraestrutura 163,Residencial,Sul,Gerente M,2023-04-23,193,1322869,Muito Alta,2023-11-02,Atrasado,90,19,2023-11-21,13,1494841.97,4,56,26693.606607142858,72
PROJ-0164,Projeto Infraestrutura 164,Comercial,Sul,Gerente N,2023-03-12,119,1027982,Média,2023-07-09,Concluído,100,0,2023-07-09,5,1079381.1,8,450,2398.624666666667,89
PROJ-0165,Projeto Comercial 165,Industrial,Centro,Gerente O,2023-09-18,165,1931991,Alta,2024-03-01,Atrasado,81,19,2024-03-20,20,2318389.1999999997,4,3379,686.1169576797869,83
PROJ-0166,Projeto Residencial 166,Industrial,Oeste,Gerente A,2023-09-10,215,286717,Muito Alta,2024-04-12,Concluído,100,0,2024-04-12,8,309654.36000000004,7,3854,80.34622729631553,75
PROJ-0167,Projeto Infraestrutura 167,Comercial,Norte,Gerente B,2023-02-16,345,1128202,Alta,2024-01-27,Concluído,100,0,2024-01-27,5,1184612.1,7,411,2882.267883211679,72
PROJ-0168,Projeto Industrial 168,Comercial,Centro,Gerente C,2024-01-22,207,1529551,Baixa,2024-08-16,Concluído,100,0,2024-08-16,5,1606028.55,6,340,4723.613382352942,95
PROJ-0169,Projeto Industrial 169,Industrial,Sul,Gerente D,2023-01-25,57,283868,Média,2023-03-23,Atrasado,94,37,2023-04-29,6,300900.08,4,644,467.236149068323,86
PROJ-0170,Projeto Comercial 170,Industrial,Sul,Gerente E,2024-03-16,249,759792,Alta,2024-11-20,Atrasado,85,23,2024-12-13,12,850967.04,6,235,3621.136340425532,89
PROJ-0171,Projeto Infraestrutura 171,Infraestrutura,Centro,Gerente F,2023-02-26,70,195257,Média,2023-05-07,Atrasado,93,49,2023-06-25,15,224545.55,4,5703,39.373233385937226,93
PROJ-0172,Projeto Residencial 172,Infraestrutura,Oeste,Gerente G,2023-03-20,257,688579,Alta,2023-12-02,Concluído,100,0,2023-12-02,0,688579.0,8,2298,299.64273281114015,78
PROJ-0173,Projeto Industrial 173,Comercial,Sul,Gerente H,2023-11-18,221,310176,Muito Alta,2024-06-26,Concluído,100,0,2024-06-26,7,331888.32,6,921,360.3564820846906,84
PROJ-0174,Projeto Infraestrutura 174,Infraestrutura,Oeste,Gerente I,2023-03-23,174,290471,Muito Alta,2023-09-13,Atrasado,81,34,2023-10-17,22,354374.62,3,5791,61.19402866517009,90
PROJ-0175,Projeto Infraestrutura 175,Residencial,Sul,Gerente J,2024-02-10,230,1014032,Média,2024-09-27,Concluído,100,0,2024-09-27,1,1024172.3200000001,10,169,6060.191242603551,82
PROJ-0176,Projeto Comercial 176,Infraestrutura,Sul,Gerente K,2023-12-15,241,572930,Baixa,2024-08-12,Concluído,100,0,2024-08-12,5,601576.5,6,6784,88.67578125,81
PROJ-0177,Projeto Industrial 177,Infraestrutura,Leste,Gerente L,2023-08-05,249,1985436,Muito Alta,2024-04-10,Concluído,100,0,2024-04-10,8,2144270.8800000004,6,7785,275.4362080924856,71
PROJ-0178,Projeto Industrial 178,Residencial,Sul,Gerente M,2023-11-02,269,1891667,Alta,2024-07-28,Atrasado,84,56,2024-09-22,5,1986250.35,6,70,28375.005,72
PROJ-0179,Projeto Residencial 179,Comercial,Norte,Gerente N,2023-02-02,75,1667438,Baixa,2023-04-18,Atrasado,94,49,2023-06-06,10,1834181.8,4,825,2223.250666666667,97
PROJ-0180,Projeto Industrial 180,Residencial,Centro,Gerente O,2023-07-17,64,1624350,Muito Alta,2023-09-19,Concluído,100,0,2023-09-19,8,1754298.0,6,269,6521.553903345725,83
PROJ-0181,Projeto Residencial 181,Infraestrutura,Centro,Gerente A,2023-07-15,282,1017559,Alta,2024-04-22,Atrasado,79,32,2024-05-24,12,1139666.08,5,3597,316.8379427300528,89
PROJ-0182,Projeto Industrial 182,Comercial,Oeste,Gerente B,2023-11-02,111,735605,Média,2024-02-21,Atrasado,94,31,2024-03-23,15,845945.7499999999,3,620,1364.428629032258,97
PROJ-0183,Projeto Comercial 183,Infraestrutura,Sul,Gerente C,2023-08-28,285,1288365,Média,2024-06-08,Concluído,100,0,2024-06-08,5,1352783.25,8,509,2657.727406679764,89
PROJ-0184,Projeto Industrial 184,Residencial,Norte,Gerente D,2023-09-28,226,489593,Média,2024-05-11,Concluído,100,0,2024-05-11,2,499384.86,8,265,1884.4711698113208,81
PROJ-0185,Projeto Residencial 185,Residencial,Oeste,Gerente E,2023-05-09,332,915131,Baixa,2024-04-05,Atrasado,76,38,2024-05-13,13,1034098.0299999999,6,171,6047.356900584795,80
PROJ-0186,Projeto Residencial 186,Infraestrutura,Leste,Gerente F,2023-10-11,39,1222262,Média,2023-11-19,Concluído,100,0,2023-11-19,0,1222262.0,8,6252,195.49936020473447,83
PROJ-0187,Projeto Comercial 187,Industrial,Oeste,Gerente G,2024-03-16,341,167661,Alta,2025-02-20,Concluído,100,0,2025-02-20,8,181073.88,6,1860,97.35154838709677,83
PROJ-0188,Projeto Industrial 188,Industrial,Oeste,Gerente H,2023-01-06,315,668535,Baixa,2023-11-17,Concluído,100,0,2023-11-17,5,701961.75,6,2831,247.95540445072413,80
PROJ-0189,Projeto Industrial 189,Residencial,Sul,Gerente I,2023-12-15,271,1393697,Média,2024-09-11,Atrasado,89,17,2024-09-28,24,1728184.28,6,201,8597.931741293532,93
PROJ-0190,Projeto Comercial 190,Residencial,Leste,Gerente J,2024-01-05,280,1820684,Média,2024-10-11,Atrasado,74,46,2024-11-26,5,1911718.2000000002,6,257,7438.592217898833,95
PROJ-0191,Projeto Industrial 191,Industrial,Oeste,Gerente K,2023-02-28,34,1515833,Média,2023-04-03,Atrasado,70,49,2023-05-22,14,1728049.62,6,1272,1358.5295754716983,93
PROJ-0192,Projeto Industrial 192,Industrial,Norte,Gerente L,2023-12-16,148,366765,Muito Alta,2024-05-12,Concluído,100,0,2024-05-12,7,392438.55000000005,8,3425,114.580598540146,89
PROJ-0193,Projeto Residencial 193,Infraestrutura,Norte,Gerente M,2024-03-29,318,1294682,Média,2025-02-10,Atrasado,86,52,2025-04-03,22,1579512.04,5,1816,869.7753524229075,82
PROJ-0194,Projeto Industrial 194,Infraestrutura,Centro,Gerente N,2023-10-02,94,1407506,Média,2024-01-04,Atrasado,72,27,2024-01-31,5,1477881.3,4,6199,238.40640425875142,82
PROJ-0195,Projeto Industrial 195,Industrial,Leste,Gerente O,2024-01-20,175,760482,Alta,2024-07-13,Concluído,100,0,2024-07-13,1,768086.82,10,4345,176.77487226697352,78
PROJ-0196,Projeto Comercial 196,Infraestrutura,Leste,Gerente A,2023-05-17,253,904462,Média,2024-01-25,Atrasado,82,39,2024-03-04,5,949685.1000000001,3,7307,129.96922129464897,85
PROJ-0197,Projeto Comercial 197,Infraestrutura,Centro,Gerente B,2024-01-29,268,969270,Média,2024-10-23,Concluído,100,0,2024-10-23,0,969270.0,9,7174,135.1087259548369,92
PROJ-0198,Projeto Infraestrutura 198,Comercial,Oeste,Gerente C,2023-11-25,206,548874,Média,2024-06-18,Concluído,100,0,2024-06-18,8,592783.92,7,711,833.7326582278481,100
PROJ-0199,Projeto Residencial 199,Infraestrutura,Leste,Gerente D,2023-06-24,296,1711502,Baixa,2024-04-15,Concluído,100,0,2024-04-15,0,1711502.0,9,7727,221.49631163452827,81
PROJ-0200,Projeto Industrial 200,Residencial,Norte,Gerente E,2023-02-27,311,953499,Baixa,2024-01-04,Concluído,100,0,2024-01-04,3,982103.97,8,216,4546.777638888889,87
