id_projeto,nome_marco,tipo_marco,data_prevista,data_real,status_marco,atraso_marco
PROJ-0064,Planejamento - Projeto Residencial 064,Planejamento,2023-12-18,2023-12-24,Concluído,6
PROJ-0064,Execução - Projeto Residencial 064,Execução,2024-03-04,2024-03-14,Concluído,10
PROJ-0064,Monitoramento - Projeto Residencial 064,Monitoramento,2024-05-20,,Atrasado,17
PROJ-0065,Iniciação - Projeto Industrial 065,Iniciação,2023-03-05,2023-03-14,Concluído,9
PROJ-0065,Planejamento - Projeto Industrial 065,Planejamento,2023-05-01,2023-05-10,Concluído,9
PROJ-0065,Execução - Projeto Industrial 065,Execução,2023-06-28,2023-07-02,Concluído,4
PROJ-0065,Monitoramento - Projeto Industrial 065,Monitoramento,2023-08-25,2023-08-31,Concluído,6
PROJ-0066,Iniciação - Projeto Comercial 066,Iniciação,2023-07-13,2023-07-17,Concluído,4
PROJ-0066,Planejamento - Projeto Comercial 066,Planejamento,2023-08-25,,Atrasado,14
PROJ-0066,Execução - Projeto Comercial 066,Execução,2023-10-07,2023-10-10,Concluído,3
PROJ-0067,Iniciação - Projeto Infraestrutura 067,Iniciação,2023-02-10,2023-02-19,Concluído,9
PROJ-0067,Planejamento - Projeto Infraestrutura 067,Planejamento,2023-02-23,,Atrasado,15
PROJ-0067,Execução - Projeto Infraestrutura 067,Execução,2023-03-09,2023-03-16,Concluído,7
PROJ-0067,Monitoramento - Projeto Infraestrutura 067,Monitoramento,2023-03-22,2023-03-29,Concluído,7
PROJ-0067,Encerramento - Projeto Infraestrutura 067,Encerramento,2023-04-05,2023-04-12,Concluído,7
PROJ-0067,Encerramento - Projeto Infraestrutura 067,Encerramento,2023-04-19,2023-04-29,Concluído,10
PROJ-0068,Iniciação - Projeto Residencial 068,Iniciação,2023-10-10,2023-10-18,Concluído,8
PROJ-0068,Planejamento - Projeto Residencial 068,Planejamento,2023-11-25,,Atrasado,20
PROJ-0068,Execução - Projeto Residencial 068,Execução,2024-01-10,2024-01-12,Concluído,2
PROJ-0068,Monitoramento - Projeto Residencial 068,Monitoramento,2024-02-25,2024-03-06,Concluído,10
PROJ-0069,Iniciação - Projeto Infraestrutura 069,Iniciação,2023-05-31,2023-06-04,Concluído,4
PROJ-0069,Planejamento - Projeto Infraestrutura 069,Planejamento,2023-09-13,,Atrasado,15
PROJ-0069,Execução - Projeto Infraestrutura 069,Execução,2023-12-27,,Atrasado,7
PROJ-0070,Iniciação - Projeto Comercial 070,Iniciação,2024-02-29,2024-03-10,Concluído,10
PROJ-0070,Planejamento - Projeto Comercial 070,Planejamento,2024-03-23,2024-03-27,Concluído,4
PROJ-0070,Execução - Projeto Comercial 070,Execução,2024-04-16,2024-04-19,Concluído,3
PROJ-0070,Monitoramento - Projeto Comercial 070,Monitoramento,2024-05-10,2024-05-13,Concluído,3
PROJ-0071,Iniciação - Projeto Comercial 071,Iniciação,2023-11-18,2023-11-18,Concluído,0
PROJ-0071,Planejamento - Projeto Comercial 071,Planejamento,2024-01-28,2024-01-28,Concluído,0
PROJ-0071,Execução - Projeto Comercial 071,Execução,2024-04-09,,Atrasado,12
PROJ-0071,Monitoramento - Projeto Comercial 071,Monitoramento,2024-06-20,2024-06-27,Concluído,7
PROJ-0072,Iniciação - Projeto Comercial 072,Iniciação,2023-11-13,2023-11-20,Concluído,7
PROJ-0072,Planejamento - Projeto Comercial 072,Planejamento,2024-04-12,2024-04-18,Concluído,6
PROJ-0072,Execução - Projeto Comercial 072,Execução,2024-09-11,2024-09-21,Concluído,10
PROJ-0073,Iniciação - Projeto Residencial 073,Iniciação,2024-03-29,2024-04-04,Concluído,6
PROJ-0073,Planejamento - Projeto Residencial 073,Planejamento,2024-06-06,2024-06-13,Concluído,7
PROJ-0073,Execução - Projeto Residencial 073,Execução,2024-08-14,2024-08-20,Concluído,6
PROJ-0073,Monitoramento - Projeto Residencial 073,Monitoramento,2024-10-23,2024-10-26,Concluído,3
PROJ-0074,Iniciação - Projeto Comercial 074,Iniciação,2024-03-17,,Atrasado,5
PROJ-0074,Planejamento - Projeto Comercial 074,Planejamento,2024-05-10,2024-05-11,Concluído,1
PROJ-0074,Execução - Projeto Comercial 074,Execução,2024-07-03,2024-07-09,Concluído,6
PROJ-0074,Monitoramento - Projeto Comercial 074,Monitoramento,2024-08-26,,Atrasado,12
PROJ-0075,Iniciação - Projeto Residencial 075,Iniciação,2023-07-05,2023-07-13,Concluído,8
PROJ-0075,Planejamento - Projeto Residencial 075,Planejamento,2023-09-07,2023-09-14,Concluído,7
PROJ-0075,Execução - Projeto Residencial 075,Execução,2023-11-10,,Atrasado,6
PROJ-0075,Monitoramento - Projeto Residencial 075,Monitoramento,2024-01-13,2024-01-21,Concluído,8
PROJ-0076,Iniciação - Projeto Comercial 076,Iniciação,2023-10-23,2023-10-24,Concluído,1
PROJ-0076,Planejamento - Projeto Comercial 076,Planejamento,2024-01-12,2024-01-19,Concluído,7
PROJ-0076,Execução - Projeto Comercial 076,Execução,2024-04-02,2024-04-04,Concluído,2
PROJ-0076,Monitoramento - Projeto Comercial 076,Monitoramento,2024-06-23,2024-06-30,Concluído,7
PROJ-0077,Iniciação - Projeto Infraestrutura 077,Iniciação,2023-04-09,2023-04-16,Concluído,7
PROJ-0077,Planejamento - Projeto Infraestrutura 077,Planejamento,2023-06-10,2023-06-19,Concluído,9
PROJ-0077,Execução - Projeto Infraestrutura 077,Execução,2023-08-12,2023-08-20,Concluído,8
PROJ-0077,Monitoramento - Projeto Infraestrutura 077,Monitoramento,2023-10-13,2023-10-19,Concluído,6
PROJ-0077,Encerramento - Projeto Infraestrutura 077,Encerramento,2023-12-15,2023-12-23,Concluído,8
PROJ-0078,Iniciação - Projeto Infraestrutura 078,Iniciação,2023-12-27,2023-12-29,Concluído,2
PROJ-0078,Planejamento - Projeto Infraestrutura 078,Planejamento,2024-02-17,,Atrasado,20
PROJ-0078,Execução - Projeto Infraestrutura 078,Execução,2024-04-10,2024-04-17,Concluído,7
PROJ-0078,Monitoramento - Projeto Infraestrutura 078,Monitoramento,2024-06-02,,Atrasado,13
PROJ-0078,Encerramento - Projeto Infraestrutura 078,Encerramento,2024-07-25,2024-07-28,Concluído,3
PROJ-0078,Encerramento - Projeto Infraestrutura 078,Encerramento,2024-09-16,2024-09-26,Concluído,10
PROJ-0079,Iniciação - Projeto Industrial 079,Iniciação,2023-02-05,2023-02-13,Concluído,8
PROJ-0079,Planejamento - Projeto Industrial 079,Planejamento,2023-05-06,,Atrasado,20
PROJ-0079,Execução - Projeto Industrial 079,Execução,2023-08-04,2023-08-14,Concluído,10
PROJ-0079,Monitoramento - Projeto Industrial 079,Monitoramento,2023-11-02,2023-11-05,Concluído,3
PROJ-0079,Encerramento - Projeto Industrial 079,Encerramento,2024-01-31,2024-02-04,Concluído,4
PROJ-0080,Iniciação - Projeto Infraestrutura 080,Iniciação,2023-01-24,2023-01-25,Concluído,1
PROJ-0080,Planejamento - Projeto Infraestrutura 080,Planejamento,2023-02-28,2023-03-04,Concluído,4
PROJ-0080,Execução - Projeto Infraestrutura 080,Execução,2023-04-04,,Atrasado,12
PROJ-0080,Monitoramento - Projeto Infraestrutura 080,Monitoramento,2023-05-09,,Atrasado,13
PROJ-0080,Encerramento - Projeto Infraestrutura 080,Encerramento,2023-06-13,2023-06-18,Concluído,5
PROJ-0080,Encerramento - Projeto Infraestrutura 080,Encerramento,2023-07-18,2023-07-23,Concluído,5
PROJ-0081,Iniciação - Projeto Industrial 081,Iniciação,2023-12-05,2023-12-07,Concluído,2
PROJ-0081,Planejamento - Projeto Industrial 081,Planejamento,2024-04-17,2024-04-19,Concluído,2
PROJ-0081,Execução - Projeto Industrial 081,Execução,2024-08-29,2024-09-01,Concluído,3
PROJ-0082,Iniciação - Projeto Infraestrutura 082,Iniciação,2023-04-27,2023-04-29,Concluído,2
PROJ-0082,Planejamento - Projeto Infraestrutura 082,Planejamento,2023-05-18,2023-05-21,Concluído,3
PROJ-0082,Execução - Projeto Infraestrutura 082,Execução,2023-06-08,,Atrasado,7
PROJ-0082,Monitoramento - Projeto Infraestrutura 082,Monitoramento,2023-06-29,2023-07-05,Concluído,6
PROJ-0082,Encerramento - Projeto Infraestrutura 082,Encerramento,2023-07-20,2023-07-26,Concluído,6
PROJ-0082,Encerramento - Projeto Infraestrutura 082,Encerramento,2023-08-10,2023-08-15,Concluído,5
PROJ-0083,Iniciação - Projeto Residencial 083,Iniciação,2024-01-31,2024-02-06,Concluído,6
PROJ-0083,Planejamento - Projeto Residencial 083,Planejamento,2024-02-07,2024-02-07,Concluído,0
PROJ-0083,Execução - Projeto Residencial 083,Execução,2024-02-15,2024-02-18,Concluído,3
PROJ-0083,Monitoramento - Projeto Residencial 083,Monitoramento,2024-02-22,2024-02-28,Concluído,6
PROJ-0083,Encerramento - Projeto Residencial 083,Encerramento,2024-03-01,,Atrasado,17
PROJ-0083,Encerramento - Projeto Residencial 083,Encerramento,2024-03-09,2024-03-18,Concluído,9
PROJ-0084,Iniciação - Projeto Infraestrutura 084,Iniciação,2023-05-29,2023-06-07,Concluído,9
PROJ-0084,Planejamento - Projeto Infraestrutura 084,Planejamento,2023-07-29,2023-08-04,Concluído,6
PROJ-0084,Execução - Projeto Infraestrutura 084,Execução,2023-09-29,2023-10-06,Concluído,7
PROJ-0085,Iniciação - Projeto Industrial 085,Iniciação,2023-02-10,2023-02-15,Concluído,5
PROJ-0085,Planejamento - Projeto Industrial 085,Planejamento,2023-07-27,,Atrasado,14
PROJ-0085,Execução - Projeto Industrial 085,Execução,2024-01-11,2024-01-17,Concluído,6
PROJ-0086,Iniciação - Projeto Industrial 086,Iniciação,2024-03-13,2024-03-21,Concluído,8
PROJ-0086,Planejamento - Projeto Industrial 086,Planejamento,2024-05-03,2024-05-11,Concluído,8
PROJ-0086,Execução - Projeto Industrial 086,Execução,2024-06-24,2024-07-03,Concluído,9
PROJ-0086,Monitoramento - Projeto Industrial 086,Monitoramento,2024-08-15,2024-08-18,Concluído,3
PROJ-0086,Encerramento - Projeto Industrial 086,Encerramento,2024-10-06,2024-10-13,Concluído,7
PROJ-0086,Encerramento - Projeto Industrial 086,Encerramento,2024-11-27,,Atrasado,12
PROJ-0087,Iniciação - Projeto Comercial 087,Iniciação,2023-04-30,2023-05-06,Concluído,6
PROJ-0087,Planejamento - Projeto Comercial 087,Planejamento,2023-05-18,2023-05-25,Concluído,7
PROJ-0087,Execução - Projeto Comercial 087,Execução,2023-06-06,2023-06-06,Concluído,0
PROJ-0087,Monitoramento - Projeto Comercial 087,Monitoramento,2023-06-24,,Atrasado,17
PROJ-0087,Encerramento - Projeto Comercial 087,Encerramento,2023-07-13,2023-07-18,Concluído,5
PROJ-0088,Iniciação - Projeto Residencial 088,Iniciação,2024-03-19,2024-03-21,Concluído,2
PROJ-0088,Planejamento - Projeto Residencial 088,Planejamento,2024-04-28,2024-05-05,Concluído,7
PROJ-0088,Execução - Projeto Residencial 088,Execução,2024-06-08,2024-06-10,Concluído,2
PROJ-0088,Monitoramento - Projeto Residencial 088,Monitoramento,2024-07-18,2024-07-27,Concluído,9
PROJ-0088,Encerramento - Projeto Residencial 088,Encerramento,2024-08-28,2024-09-05,Concluído,8
PROJ-0088,Encerramento - Projeto Residencial 088,Encerramento,2024-10-08,2024-10-08,Concluído,0
PROJ-0089,Iniciação - Projeto Infraestrutura 089,Iniciação,2023-02-21,2023-03-02,Concluído,9
PROJ-0089,Planejamento - Projeto Infraestrutura 089,Planejamento,2023-04-01,,Atrasado,5
PROJ-0089,Execução - Projeto Infraestrutura 089,Execução,2023-05-10,2023-05-11,Concluído,1
PROJ-0089,Monitoramento - Projeto Infraestrutura 089,Monitoramento,2023-06-18,2023-06-28,Concluído,10
PROJ-0089,Encerramento - Projeto Infraestrutura 089,Encerramento,2023-07-27,2023-08-02,Concluído,6
PROJ-0089,Encerramento - Projeto Infraestrutura 089,Encerramento,2023-09-04,2023-09-06,Concluído,2
PROJ-0090,Iniciação - Projeto Comercial 090,Iniciação,2023-07-14,2023-07-16,Concluído,2
PROJ-0090,Planejamento - Projeto Comercial 090,Planejamento,2023-08-27,2023-08-27,Concluído,0
PROJ-0090,Execução - Projeto Comercial 090,Execução,2023-10-11,2023-10-15,Concluído,4
PROJ-0090,Monitoramento - Projeto Comercial 090,Monitoramento,2023-11-25,2023-12-01,Concluído,6
PROJ-0090,Encerramento - Projeto Comercial 090,Encerramento,2024-01-09,2024-01-14,Concluído,5
PROJ-0090,Encerramento - Projeto Comercial 090,Encerramento,2024-02-23,2024-02-26,Concluído,3
PROJ-0091,Iniciação - Projeto Infraestrutura 091,Iniciação,2023-05-23,2023-05-28,Concluído,5
PROJ-0091,Planejamento - Projeto Infraestrutura 091,Planejamento,2023-07-01,2023-07-06,Concluído,5
PROJ-0091,Execução - Projeto Infraestrutura 091,Execução,2023-08-10,2023-08-16,Concluído,6
PROJ-0091,Monitoramento - Projeto Infraestrutura 091,Monitoramento,2023-09-19,2023-09-23,Concluído,4
PROJ-0091,Encerramento - Projeto Infraestrutura 091,Encerramento,2023-10-29,2023-11-04,Concluído,6
PROJ-0091,Encerramento - Projeto Infraestrutura 091,Encerramento,2023-12-08,2023-12-12,Concluído,4
PROJ-0092,Iniciação - Projeto Infraestrutura 092,Iniciação,2023-08-21,2023-08-28,Concluído,7
PROJ-0092,Planejamento - Projeto Infraestrutura 092,Planejamento,2024-01-24,2024-01-24,Concluído,0
PROJ-0092,Execução - Projeto Infraestrutura 092,Execução,2024-06-28,2024-07-06,Concluído,8
PROJ-0093,Iniciação - Projeto Comercial 093,Iniciação,2023-11-22,2023-11-27,Concluído,5
PROJ-0093,Planejamento - Projeto Comercial 093,Planejamento,2024-02-05,2024-02-08,Concluído,3
PROJ-0093,Execução - Projeto Comercial 093,Execução,2024-04-21,2024-05-01,Concluído,10
PROJ-0094,Iniciação - Projeto Comercial 094,Iniciação,2024-03-03,2024-03-13,Concluído,10
PROJ-0094,Planejamento - Projeto Comercial 094,Planejamento,2024-06-22,,Atrasado,6
PROJ-0094,Execução - Projeto Comercial 094,Execução,2024-10-12,2024-10-12,Concluído,0
PROJ-0095,Iniciação - Projeto Comercial 095,Iniciação,2023-07-06,2023-07-09,Concluído,3
PROJ-0095,Planejamento - Projeto Comercial 095,Planejamento,2023-07-17,2023-07-17,Concluído,0
PROJ-0095,Execução - Projeto Comercial 095,Execução,2023-07-28,2023-08-06,Concluído,9
PROJ-0095,Monitoramento - Projeto Comercial 095,Monitoramento,2023-08-09,2023-08-11,Concluído,2
PROJ-0096,Iniciação - Projeto Comercial 096,Iniciação,2023-03-25,2023-03-27,Concluído,2
PROJ-0096,Planejamento - Projeto Comercial 096,Planejamento,2023-04-13,,Atrasado,20
PROJ-0096,Execução - Projeto Comercial 096,Execução,2023-05-02,2023-05-12,Concluído,10
PROJ-0096,Monitoramento - Projeto Comercial 096,Monitoramento,2023-05-22,2023-05-23,Concluído,1
PROJ-0097,Iniciação - Projeto Comercial 097,Iniciação,2023-07-09,2023-07-16,Concluído,7
PROJ-0097,Planejamento - Projeto Comercial 097,Planejamento,2023-09-11,2023-09-15,Concluído,4
PROJ-0097,Execução - Projeto Comercial 097,Execução,2023-11-15,2023-11-20,Concluído,5
PROJ-0097,Monitoramento - Projeto Comercial 097,Monitoramento,2024-01-19,2024-01-21,Concluído,2
PROJ-0098,Iniciação - Projeto Infraestrutura 098,Iniciação,2023-07-01,,Atrasado,10
PROJ-0098,Planejamento - Projeto Infraestrutura 098,Planejamento,2023-10-15,2023-10-19,Concluído,4
PROJ-0098,Execução - Projeto Infraestrutura 098,Execução,2024-01-30,2024-01-31,Concluído,1
PROJ-0099,Iniciação - Projeto Comercial 099,Iniciação,2023-04-18,,Atrasado,14
PROJ-0099,Planejamento - Projeto Comercial 099,Planejamento,2023-10-29,,Atrasado,17
PROJ-0099,Execução - Projeto Comercial 099,Execução,2024-05-11,2024-05-17,Concluído,6
PROJ-0100,Iniciação - Projeto Residencial 100,Iniciação,2023-12-10,2023-12-11,Concluído,1
PROJ-0100,Planejamento - Projeto Residencial 100,Planejamento,2024-02-06,2024-02-15,Concluído,9
PROJ-0100,Execução - Projeto Residencial 100,Execução,2024-04-04,,Atrasado,12
PROJ-0100,Monitoramento - Projeto Residencial 100,Monitoramento,2024-06-01,2024-06-02,Concluído,1
PROJ-0101,Iniciação - Projeto Industrial 101,Iniciação,2023-05-17,2023-05-27,Concluído,10
PROJ-0101,Planejamento - Projeto Industrial 101,Planejamento,2023-08-14,2023-08-23,Concluído,9
PROJ-0101,Execução - Projeto Industrial 101,Execução,2023-11-11,2023-11-12,Concluído,1
PROJ-0101,Monitoramento - Projeto Industrial 101,Monitoramento,2024-02-08,,Atrasado,6
PROJ-0101,Encerramento - Projeto Industrial 101,Encerramento,2024-05-07,,Atrasado,16
PROJ-0102,Iniciação - Projeto Comercial 102,Iniciação,2023-12-26,2024-01-05,Concluído,10
PROJ-0102,Planejamento - Projeto Comercial 102,Planejamento,2024-02-13,2024-02-18,Concluído,5
PROJ-0102,Execução - Projeto Comercial 102,Execução,2024-04-02,2024-04-03,Concluído,1
PROJ-0102,Monitoramento - Projeto Comercial 102,Monitoramento,2024-05-21,2024-05-29,Concluído,8
PROJ-0102,Encerramento - Projeto Comercial 102,Encerramento,2024-07-09,2024-07-19,Concluído,10
PROJ-0102,Encerramento - Projeto Comercial 102,Encerramento,2024-08-28,,Atrasado,15
PROJ-0103,Iniciação - Projeto Comercial 103,Iniciação,2023-12-16,2023-12-22,Concluído,6
PROJ-0103,Planejamento - Projeto Comercial 103,Planejamento,2024-05-29,2024-06-05,Concluído,7
PROJ-0103,Execução - Projeto Comercial 103,Execução,2024-11-10,,Atrasado,8
PROJ-0104,Iniciação - Projeto Infraestrutura 104,Iniciação,2023-11-28,2023-12-03,Concluído,5
PROJ-0104,Planejamento - Projeto Infraestrutura 104,Planejamento,2024-01-03,2024-01-13,Concluído,10
PROJ-0104,Execução - Projeto Infraestrutura 104,Execução,2024-02-08,,Atrasado,19
PROJ-0104,Monitoramento - Projeto Infraestrutura 104,Monitoramento,2024-03-16,2024-03-18,Concluído,2
PROJ-0104,Encerramento - Projeto Infraestrutura 104,Encerramento,2024-04-21,2024-04-27,Concluído,6
PROJ-0104,Encerramento - Projeto Infraestrutura 104,Encerramento,2024-05-28,,Atrasado,10
PROJ-0105,Iniciação - Projeto Comercial 105,Iniciação,2023-02-06,,Atrasado,20
PROJ-0105,Planejamento - Projeto Comercial 105,Planejamento,2023-04-27,2023-05-04,Concluído,7
PROJ-0105,Execução - Projeto Comercial 105,Execução,2023-07-16,2023-07-22,Concluído,6
PROJ-0105,Monitoramento - Projeto Comercial 105,Monitoramento,2023-10-04,2023-10-13,Concluído,9
PROJ-0105,Encerramento - Projeto Comercial 105,Encerramento,2023-12-24,,Atrasado,13
PROJ-0106,Iniciação - Projeto Comercial 106,Iniciação,2023-11-08,,Atrasado,12
PROJ-0106,Planejamento - Projeto Comercial 106,Planejamento,2023-12-02,2023-12-03,Concluído,1
PROJ-0106,Execução - Projeto Comercial 106,Execução,2023-12-27,2023-12-31,Concluído,4
PROJ-0106,Monitoramento - Projeto Comercial 106,Monitoramento,2024-01-21,2024-01-28,Concluído,7
PROJ-0106,Encerramento - Projeto Comercial 106,Encerramento,2024-02-15,2024-02-18,Concluído,3
PROJ-0107,Iniciação - Projeto Comercial 107,Iniciação,2023-11-22,2023-12-01,Concluído,9
PROJ-0107,Planejamento - Projeto Comercial 107,Planejamento,2024-01-17,2024-01-26,Concluído,9
PROJ-0107,Execução - Projeto Comercial 107,Execução,2024-03-13,,Atrasado,17
PROJ-0107,Monitoramento - Projeto Comercial 107,Monitoramento,2024-05-08,2024-05-13,Concluído,5
PROJ-0107,Encerramento - Projeto Comercial 107,Encerramento,2024-07-03,2024-07-03,Concluído,0
PROJ-0107,Encerramento - Projeto Comercial 107,Encerramento,2024-08-29,2024-09-05,Concluído,7
PROJ-0108,Iniciação - Projeto Infraestrutura 108,Iniciação,2023-03-29,2023-03-31,Concluído,2
PROJ-0108,Planejamento - Projeto Infraestrutura 108,Planejamento,2023-06-13,2023-06-20,Concluído,7
PROJ-0108,Execução - Projeto Infraestrutura 108,Execução,2023-08-28,2023-08-31,Concluído,3
PROJ-0108,Monitoramento - Projeto Infraestrutura 108,Monitoramento,2023-11-12,,Atrasado,16
PROJ-0108,Encerramento - Projeto Infraestrutura 108,Encerramento,2024-01-27,,Atrasado,13
PROJ-0109,Iniciação - Projeto Comercial 109,Iniciação,2023-10-01,2023-10-05,Concluído,4
PROJ-0109,Planejamento - Projeto Comercial 109,Planejamento,2023-11-22,2023-12-01,Concluído,9
PROJ-0109,Execução - Projeto Comercial 109,Execução,2024-01-14,2024-01-18,Concluído,4
PROJ-0109,Monitoramento - Projeto Comercial 109,Monitoramento,2024-03-07,2024-03-15,Concluído,8
PROJ-0109,Encerramento - Projeto Comercial 109,Encerramento,2024-04-29,2024-04-29,Concluído,0
PROJ-0110,Iniciação - Projeto Industrial 110,Iniciação,2024-01-09,2024-01-10,Concluído,1
PROJ-0110,Planejamento - Projeto Industrial 110,Planejamento,2024-03-20,2024-03-23,Concluído,3
PROJ-0110,Execução - Projeto Industrial 110,Execução,2024-05-30,2024-06-05,Concluído,6
PROJ-0110,Monitoramento - Projeto Industrial 110,Monitoramento,2024-08-10,2024-08-17,Concluído,7
PROJ-0111,Iniciação - Projeto Infraestrutura 111,Iniciação,2023-05-06,,Atrasado,20
PROJ-0111,Planejamento - Projeto Infraestrutura 111,Planejamento,2023-06-15,2023-06-25,Concluído,10
PROJ-0111,Execução - Projeto Infraestrutura 111,Execução,2023-07-25,2023-08-01,Concluído,7
PROJ-0111,Monitoramento - Projeto Infraestrutura 111,Monitoramento,2023-09-03,2023-09-10,Concluído,7
PROJ-0112,Iniciação - Projeto Industrial 112,Iniciação,2023-03-25,,Atrasado,7
PROJ-0112,Planejamento - Projeto Industrial 112,Planejamento,2023-07-18,2023-07-22,Concluído,4
PROJ-0112,Execução - Projeto Industrial 112,Execução,2023-11-11,2023-11-14,Concluído,3
PROJ-0113,Iniciação - Projeto Infraestrutura 113,Iniciação,2023-08-25,2023-08-28,Concluído,3
PROJ-0113,Planejamento - Projeto Infraestrutura 113,Planejamento,2023-09-03,2023-09-07,Concluído,4
PROJ-0113,Execução - Projeto Infraestrutura 113,Execução,2023-09-13,2023-09-23,Concluído,10
PROJ-0113,Monitoramento - Projeto Infraestrutura 113,Monitoramento,2023-09-22,2023-10-01,Concluído,9
PROJ-0113,Encerramento - Projeto Infraestrutura 113,Encerramento,2023-10-02,,Atrasado,16
PROJ-0113,Encerramento - Projeto Infraestrutura 113,Encerramento,2023-10-12,2023-10-19,Concluído,7
PROJ-0114,Iniciação - Projeto Comercial 114,Iniciação,2023-07-14,,Atrasado,18
PROJ-0114,Planejamento - Projeto Comercial 114,Planejamento,2023-08-05,2023-08-13,Concluído,8
PROJ-0114,Execução - Projeto Comercial 114,Execução,2023-08-28,,Atrasado,15
PROJ-0114,Monitoramento - Projeto Comercial 114,Monitoramento,2023-09-19,2023-09-24,Concluído,5
PROJ-0114,Encerramento - Projeto Comercial 114,Encerramento,2023-10-12,,Atrasado,19
PROJ-0115,Iniciação - Projeto Industrial 115,Iniciação,2023-05-19,2023-05-23,Concluído,4
PROJ-0115,Planejamento - Projeto Industrial 115,Planejamento,2023-07-05,2023-07-09,Concluído,4
PROJ-0115,Execução - Projeto Industrial 115,Execução,2023-08-21,2023-08-24,Concluído,3
PROJ-0115,Monitoramento - Projeto Industrial 115,Monitoramento,2023-10-07,2023-10-08,Concluído,1
PROJ-0115,Encerramento - Projeto Industrial 115,Encerramento,2023-11-24,2023-11-27,Concluído,3
PROJ-0116,Iniciação - Projeto Infraestrutura 116,Iniciação,2023-11-24,2023-11-25,Concluído,1
PROJ-0116,Planejamento - Projeto Infraestrutura 116,Planejamento,2024-01-13,2024-01-21,Concluído,8
PROJ-0116,Execução - Projeto Infraestrutura 116,Execução,2024-03-04,2024-03-06,Concluído,2
PROJ-0116,Monitoramento - Projeto Infraestrutura 116,Monitoramento,2024-04-23,,Atrasado,11
PROJ-0116,Encerramento - Projeto Infraestrutura 116,Encerramento,2024-06-13,2024-06-16,Concluído,3
PROJ-0117,Iniciação - Projeto Residencial 117,Iniciação,2023-12-19,2023-12-23,Concluído,4
PROJ-0117,Planejamento - Projeto Residencial 117,Planejamento,2024-01-22,2024-01-31,Concluído,9
PROJ-0117,Execução - Projeto Residencial 117,Execução,2024-02-25,2024-03-04,Concluído,8
PROJ-0117,Monitoramento - Projeto Residencial 117,Monitoramento,2024-03-30,,Atrasado,14
PROJ-0117,Encerramento - Projeto Residencial 117,Encerramento,2024-05-03,2024-05-04,Concluído,1
PROJ-0117,Encerramento - Projeto Residencial 117,Encerramento,2024-06-06,2024-06-09,Concluído,3
PROJ-0118,Iniciação - Projeto Comercial 118,Iniciação,2023-10-13,,Atrasado,12
PROJ-0118,Planejamento - Projeto Comercial 118,Planejamento,2023-12-19,,Atrasado,16
PROJ-0118,Execução - Projeto Comercial 118,Execução,2024-02-25,2024-02-27,Concluído,2
PROJ-0118,Monitoramento - Projeto Comercial 118,Monitoramento,2024-05-03,,Atrasado,14
PROJ-0118,Encerramento - Projeto Comercial 118,Encerramento,2024-07-10,,Atrasado,5
PROJ-0119,Iniciação - Projeto Infraestrutura 119,Iniciação,2023-04-23,2023-04-27,Concluído,4
PROJ-0119,Planejamento - Projeto Infraestrutura 119,Planejamento,2023-07-15,2023-07-15,Concluído,0
PROJ-0119,Execução - Projeto Infraestrutura 119,Execução,2023-10-06,2023-10-06,Concluído,0
PROJ-0119,Monitoramento - Projeto Infraestrutura 119,Monitoramento,2023-12-28,2024-01-05,Concluído,8
PROJ-0120,Iniciação - Projeto Residencial 120,Iniciação,2023-12-17,2023-12-19,Concluído,2
PROJ-0120,Planejamento - Projeto Residencial 120,Planejamento,2024-02-04,2024-02-14,Concluído,10
PROJ-0120,Execução - Projeto Residencial 120,Execução,2024-03-25,2024-04-01,Concluído,7
PROJ-0120,Monitoramento - Projeto Residencial 120,Monitoramento,2024-05-13,2024-05-14,Concluído,1
PROJ-0120,Encerramento - Projeto Residencial 120,Encerramento,2024-07-02,2024-07-02,Concluído,0
PROJ-0121,Iniciação - Projeto Infraestrutura 121,Iniciação,2023-06-16,2023-06-23,Concluído,7
PROJ-0121,Planejamento - Projeto Infraestrutura 121,Planejamento,2023-07-07,2023-07-14,Concluído,7
PROJ-0121,Execução - Projeto Infraestrutura 121,Execução,2023-07-29,2023-08-05,Concluído,7
PROJ-0121,Monitoramento - Projeto Infraestrutura 121,Monitoramento,2023-08-20,2023-08-25,Concluído,5
PROJ-0121,Encerramento - Projeto Infraestrutura 121,Encerramento,2023-09-11,,Atrasado,10
PROJ-0122,Iniciação - Projeto Residencial 122,Iniciação,2024-03-07,2024-03-11,Concluído,4
PROJ-0122,Planejamento - Projeto Residencial 122,Planejamento,2024-06-03,2024-06-10,Concluído,7
PROJ-0122,Execução - Projeto Residencial 122,Execução,2024-08-31,2024-09-01,Concluído,1
PROJ-0123,Iniciação - Projeto Comercial 123,Iniciação,2024-01-29,2024-02-04,Concluído,6
PROJ-0123,Planejamento - Projeto Comercial 123,Planejamento,2024-07-20,2024-07-27,Concluído,7
PROJ-0123,Execução - Projeto Comercial 123,Execução,2025-01-09,,Atrasado,7
PROJ-0124,Iniciação - Projeto Industrial 124,Iniciação,2024-02-02,,Atrasado,9
PROJ-0124,Planejamento - Projeto Industrial 124,Planejamento,2024-02-17,2024-02-19,Concluído,2
PROJ-0124,Execução - Projeto Industrial 124,Execução,2024-03-03,2024-03-12,Concluído,9
